id,amount_tsh,date_recorded,funder,gps_height,installer,longitude,latitude,wpt_name,num_private,basin,subvillage,region,region_code,district_code,lga,ward,population,public_meeting,recorded_by,scheme_management,scheme_name,permit,construction_year,extraction_type,extraction_type_group,extraction_type_class,management,management_group,payment,payment_type,water_quality,quality_group,quantity,quantity_group,source,source_type,source_class,waterpoint_type,waterpoint_type_group,status_group
62287,0,2011/4/12,Rc Church,0,RC Church,33.66182651,-8.99732981,Tank Stand,0,Lake Nyasa,Nzumba,Mbeya,12,2,Mbeya Rural,Ulenje,0,FALSE,GeoData Consultants Ltd,VWC,,FALSE,0,gravity,gravity,gravity,wug,user-group,pay when scheme fails,on failure,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,1
43643,0,2011/4/8,,0,,34.21316063,-8.8080292,Tankini,0,Rufiji,Nyanguru A,Mbeya,12,7,Mbarali,Mapogoro,0,TRUE,GeoData Consultants Ltd,VWC,,TRUE,0,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,seasonal,seasonal,river,river/lake,surface,communal standpipe,communal standpipe,1
61951,0,2011/8/23,Hesawa,0,DWE,33.71750732,-2.7558693,Kwamakoye,0,Lake Victoria,Mingo,Mwanza,19,2,Magu,Nkungulu,0,TRUE,GeoData Consultants Ltd,,,TRUE,0,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,1
35255,0,2011/7/31,Wvt,0,WVT,34.37442764,-2.98951649,Kasimpya,0,Lake Victoria,Madukani,Shinyanga,17,1,Meatu,Lingeka,0,FALSE,GeoData Consultants Ltd,WUG,,FALSE,0,nira/tanira,nira/tanira,handpump,wug,user-group,never pay,never pay,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,0
34362,0,2013/2/26,Government Of Tanzania,1348,DWE,37.42658929,-3.31328352,Kwa Elimringi Kimambo,0,Pangani,Kiwida,Kilimanjaro,3,4,Moshi Rural,Kimochi,55,TRUE,GeoData Consultants Ltd,VWC,Komaka mandaka,TRUE,1974,gravity,gravity,gravity,vwc,user-group,unknown,unknown,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe,0
35069,0,2011/7/22,Hesawa,0,HESAWZ,33.05082587,-2.71481605,Lushona,0,Lake Victoria,Nyabusalu,Mwanza,19,7,Missungwi,Ukiriguru,0,FALSE,GeoData Consultants Ltd,VWC,,TRUE,0,other,other,other,vwc,user-group,pay annually,annually,soft,good,enough,enough,shallow well,shallow well,groundwater,other,other,0
69333,0,2012/11/3,World Vision,0,World vision,31.95386869,-3.28818563,Nguvu Kazi,0,Lake Tanganyika,Ibambula,Shinyanga,17,5,Bukombe,Ikunguigazi,0,FALSE,GeoData Consultants Ltd,WUG,,TRUE,0,nira/tanira,nira/tanira,handpump,wug,user-group,unknown,unknown,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,1
56089,0,2013/3/18,,1011,,36.00939903,-3.66988724,Ng'Ombe,0,Internal,Shuleni,Arusha,2,1,Monduli,Makuyuni,1,FALSE,GeoData Consultants Ltd,VWC,M,,2010,submersible,submersible,submersible,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,machine dbh,borehole,groundwater,communal standpipe,communal standpipe,1
34372,20,2011/3/8,Amref,130,AMREF,38.95618477,-7.27871764,Kwa Matambo,0,Wami / Ruvu,Kibudi,Pwani,60,43,Mkuranga,Panzuo,168,TRUE,GeoData Consultants Ltd,VWC,,FALSE,2002,nira/tanira,nira/tanira,handpump,vwc,user-group,pay per bucket,per bucket,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,0
32193,0,2013/2/6,Tassaf,1258,TASSAF,30.53870724,-3.59459154,Zahanati Nyange,0,Lake Tanganyika,Nyange A,Kigoma,16,1,Kibondo,Mabamba,400,TRUE,GeoData Consultants Ltd,VWC,,FALSE,2003,gravity,gravity,gravity,water board,user-group,unknown,unknown,soft,good,insufficient,insufficient,rainwater harvesting,rainwater harvesting,surface,communal standpipe,communal standpipe,1
34384,0,2013/3/21,Peter Tesha,1732,DWE,37.3885363,-3.24347386,Kwa Thomas Kilewo,0,Pangani,Kowere,Kilimanjaro,3,4,Moshi Rural,Uru Shimbwe,60,TRUE,GeoData Consultants Ltd,VWC,Uru shimbwe,TRUE,2000,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,0
41344,1000,2013/1/27,Rudep,769,Distri,30.38989787,-6.72792593,Kwa Vensa,0,Lake Tanganyika,Magharibi,Rukwa,15,1,Mpanda,Ikola,256,TRUE,GeoData Consultants Ltd,VWC,,TRUE,1995,nira/tanira,nira/tanira,handpump,vwc,user-group,pay monthly,monthly,soft,good,insufficient,insufficient,hand dtw,borehole,groundwater,hand pump,hand pump,1
33924,100,2013/3/25,0,76,0,39.14017681,-6.73576223,Kisalala,0,Wami / Ruvu,Matosa,Dar es Salaam,7,1,Kinondoni,Goba,236,TRUE,GeoData Consultants Ltd,VWC,,FALSE,2000,india mark ii,india mark ii,handpump,vwc,user-group,pay per bucket,per bucket,soft,good,dry,dry,hand dtw,borehole,groundwater,hand pump,hand pump,0
36184,0,2011/4/11,Danida,0,DANIDA,33.71225701,-8.9169509,Kwa Makausa Xavier,0,Rufiji,Ilala,Mbeya,12,2,Mbeya Rural,Ulenje,0,FALSE,GeoData Consultants Ltd,VWC,,FALSE,0,gravity,gravity,gravity,wug,user-group,pay when scheme fails,on failure,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,0
33903,10,2011/2/25,Mkuyu,316,Mkuyu,37.80424731,-6.94964677,Kwa King'Omela,0,Wami / Ruvu,Mafumba,Morogoro,5,2,Morogoro Rural,Mkuyuni,150,TRUE,GeoData Consultants Ltd,VWC,Mkuy,TRUE,1998,gravity,gravity,gravity,vwc,user-group,pay per bucket,per bucket,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,0
34776,0,2013/3/1,Danida,869,DANIDA,36.01995649,-10.73295561,Kwa Thadei Ntala,0,Ruvuma / Southern Coast,Dodoma,Ruvuma,10,5,Namtumbo,Mkongo,350,TRUE,GeoData Consultants Ltd,VWC,Njalamatata water gravity scheme,TRUE,1983,gravity,gravity,gravity,vwc,user-group,pay when scheme fails,on failure,soft,good,seasonal,seasonal,river,river/lake,surface,communal standpipe,communal standpipe,0
34567,0,2013/8/2,Danida,463,DANIDA,34.82463933,-11.31374324,Kwa Mzee Maganga,0,Lake Nyasa,Kilosa Sido,Ruvuma,10,3,Mbinga,Kilosa,86,,GeoData Consultants Ltd,VWC,DANIDA,FALSE,1992,gravity,gravity,gravity,vwc,user-group,unknown,unknown,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,0
35875,500,2013/2/11,Government Of Tanzania,1282,Government,30.13065949,-4.24968777,Mugera Primary,0,Lake Tanganyika,Mugera,Kigoma,16,2,Kasulu,Muyama,950,TRUE,GeoData Consultants Ltd,Water authority,,FALSE,1978,ksb,submersible,submersible,vwc,user-group,other,other,soft,good,enough,enough,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe,0
33906,25,2013/12/3,Ces(gmbh),709,DWE,37.34747267,-3.59561781,Majengo,0,Pangani,Samanga,Kilimanjaro,3,4,Moshi Rural,Arusha Chini,200,TRUE,GeoData Consultants Ltd,Water Board,Kirua kahe pumping water trust,TRUE,2008,submersible,submersible,submersible,water board,user-group,pay per bucket,per bucket,soft,good,enough,enough,unknown,other,unknown,communal standpipe,communal standpipe,0
35522,0,2013/2/5,Wateraid,0,SEMA,32.9501667,-4.60349,Isitamigamba B,0,Lake Tanganyika,Isitamigamba,Tabora,14,1,Nzega,Mwakanshashala,0,TRUE,GeoData Consultants Ltd,VWC,,FALSE,0,afridev,afridev,handpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,machine dbh,borehole,groundwater,hand pump,hand pump,0
71699,0,2012/10/23,Dwssp,0,DWE,0,-2.00E-08,Magunano,0,Lake Victoria,Mwababuli,Shinyanga,17,1,Bariadi,Mwadobana,0,TRUE,GeoData Consultants Ltd,WUG,,FALSE,0,nira/tanira,nira/tanira,handpump,wug,user-group,never pay,never pay,salty abandoned,salty,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,1
33610,0,2012/10/15,World Vision,0,World Vision,33.53497111,-4.04356975,Kwa Kagenda,0,Internal,Masengwa,Tabora,14,2,Igunga,Ngulu,0,TRUE,GeoData Consultants Ltd,Water authority,,FALSE,0,afridev,afridev,handpump,vwc,user-group,pay per bucket,per bucket,salty,salty,enough,enough,machine dbh,borehole,groundwater,hand pump,hand pump,0
37815,0,2013/3/23,Kkkt Church,1278,KKKT CHURCH,37.91034769,-4.41582036,Kwa Aminaeli,0,Pangani,Gavao,Kilimanjaro,3,3,Same,Hedaru,100,TRUE,GeoData Consultants Ltd,Water authority,Nguruta water supply,TRUE,2002,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,1
36999,0,2011/4/5,Water,0,DWE,35.84121342,-4.5693803,Kwa Mtaa,0,Internal,Chawasi,Dodoma,1,1,Kondoa,Masange,0,TRUE,GeoData Consultants Ltd,VWC,Kway,FALSE,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,0
36523,0,2013/2/24,Tasaf,410,TASAF,37.65053886,-10.87115115,Miemveni,0,Ruvuma / Southern Coast,Miembeni,Ruvuma,10,1,Tunduru,Mindu,1,TRUE,GeoData Consultants Ltd,VWC,,FALSE,2004,other,other,other,vwc,user-group,never pay,never pay,soft,good,enough,enough,machine dbh,borehole,groundwater,hand pump,hand pump,0
36204,0,2013/1/23,Kigoma Municipal,807,Kigoma municipal,29.66495335,-4.85891776,Kwa Makanyaga,0,Lake Tanganyika,Mgeo,Kigoma,16,4,Kigoma Urban,Buhanda businde,0,TRUE,GeoData Consultants Ltd,VWC,,TRUE,2009,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,soft,good,dry,dry,shallow well,shallow well,groundwater,hand pump,hand pump,0
36149,0,2011/3/29,Water,0,DWE,35.40407219,-5.24483285,Kurio-Kati,0,Internal,Kurio-Kati,Dodoma,1,1,Kondoa,Kwamtoro,0,TRUE,GeoData Consultants Ltd,VWC,Kuri,FALSE,0,mono,mono,motorpump,vwc,user-group,pay per bucket,per bucket,soft,good,enough,enough,machine dbh,borehole,groundwater,communal standpipe,communal standpipe,0
34806,0,2011/3/17,Village Government,2184,Village Government,34.55419537,-9.38183055,Sokoni,0,Lake Nyasa,Isemikinye,Iringa,11,4,Njombe,Igosi,200,TRUE,GeoData Consultants Ltd,VWC,Uhekule,TRUE,2007,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,0
71485,20,2013/2/6,Adb,383,LGA,39.37688435,-10.61544619,Sokoine,0,Ruvuma / Southern Coast,Sokoine,Mtwara,90,33,Newala,Mpotwa,320,TRUE,GeoData Consultants Ltd,VWC,Mitema,FALSE,2009,submersible,submersible,submersible,vwc,user-group,pay per bucket,per bucket,soft,good,insufficient,insufficient,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe,1
32768,3600,2013/1/29,Government Of Tanzania,910,DWE,29.8241497,-4.8815712,Kwa Baya Charles,0,Lake Tanganyika,Kidahwe Kati,Kigoma,16,3,Kigoma Rural,Matendo,155,TRUE,GeoData Consultants Ltd,WUG,Kidahwe water project,TRUE,1979,gravity,gravity,gravity,vwc,user-group,pay annually,annually,soft,good,enough,enough,river,river/lake,surface,communal standpipe multiple,communal standpipe,1
70280,0,2011/4/12,,0,,34.0817286,-8.78953627,Kwa Senjebolo,0,Rufiji,Majengo,Mbeya,12,7,Mbarali,Chimala,0,TRUE,GeoData Consultants Ltd,VWC,,TRUE,0,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,insufficient,insufficient,river,river/lake,surface,communal standpipe,communal standpipe,1
34044,0,2012/10/31,Hesawa,1406,DWE,34.0298329,-1.92244896,Kwa Masangura,0,Lake Victoria,Miembeni,Mara,20,4,Bunda,Nyamuswa,300,TRUE,GeoData Consultants Ltd,WUG,,FALSE,1990,swn 80,swn 80,handpump,wug,user-group,pay when scheme fails,on failure,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,0
34128,0,2011/8/13,Hifab,0,Hesawa,33.16660015,-2.79164701,Kasela,0,Lake Victoria,Kasela,Mwanza,19,4,Kwimba,Sumve,0,TRUE,GeoData Consultants Ltd,VWC,,TRUE,0,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,0
63340,500,2011/7/4,Unicef,1661,DWE,34.60595762,-9.09544434,Kwa Wilfred Msigwa,0,Rufiji,Mapila,Iringa,11,4,Njombe,Mdandu,25,TRUE,GeoData Consultants Ltd,WUA,wanging'ombe water supply s,TRUE,1978,gravity,gravity,gravity,wua,user-group,pay monthly,monthly,soft,good,seasonal,seasonal,river,river/lake,surface,communal standpipe,communal standpipe,1
64674,0,2011/8/2,Hesawa,1166,DWE,33.05854192,-2.11779341,Kiganga,0,Lake Victoria,Hamkuno,Mwanza,19,1,Ukerewe,Bukanda,250,TRUE,GeoData Consultants Ltd,,,TRUE,2005,other,other,other,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,spring,spring,groundwater,other,other,1
55642,0,2013/2/19,Danida,1006,DWE,35.56476725,-10.79821223,Kwa Eidy,0,Ruvuma / Southern Coast,Njoka Juu,Ruvuma,10,2,Songea Rural,Mpitimbi,0,TRUE,GeoData Consultants Ltd,VWC,Mradi wa maji wa mpitimbi,TRUE,1978,gravity,gravity,gravity,vwc,user-group,pay when scheme fails,on failure,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,1
26880,0,2011/3/27,Kirde,0,DWE,35.87150667,-4.69207642,Kwa Misanya,0,Internal,Magui,Dodoma,1,1,Kondoa,Mnenia,0,TRUE,GeoData Consultants Ltd,VWC,Mnen,FALSE,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,1
52078,10,2011/2/27,Dh,439,DH,37.14134552,-6.78553513,Kwa Nesto,0,Wami / Ruvu,Mkwajuni,Morogoro,5,1,Kilosa,Kimamba A,90,TRUE,GeoData Consultants Ltd,VWC,Ki,TRUE,1998,submersible,submersible,submersible,wug,user-group,pay per bucket,per bucket,soft,good,enough,enough,machine dbh,borehole,groundwater,communal standpipe,communal standpipe,1
33120,0,2011/4/13,Rc Church,0,RC Church,33.68406544,-8.99832179,Wilson Chaula,0,Lake Nyasa,Mlangoni,Mbeya,12,2,Mbeya Rural,Ulenje,0,FALSE,GeoData Consultants Ltd,VWC,,FALSE,0,gravity,gravity,gravity,wug,user-group,pay when scheme fails,on failure,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,0
28312,50,2013/1/24,Cg,1143,FURAHIA TRADING,34.73889757,-3.98959089,Lamboni,0,Internal,Zaire,Singida,13,1,Iramba,Mwangaza,314,TRUE,GeoData Consultants Ltd,WUA,,TRUE,2006,gravity,gravity,gravity,wua,user-group,pay per bucket,per bucket,soft,good,insufficient,insufficient,dam,dam,surface,communal standpipe multiple,communal standpipe,1
34144,500,2011/3/12,Government Of Tanzania,2376,Commu,33.95240715,-9.23899575,none,0,Lake Nyasa,Bondeni,Iringa,11,3,Makete,Ipelele,0,TRUE,GeoData Consultants Ltd,VWC,Mbanga,FALSE,2008,gravity,gravity,gravity,vwc,user-group,pay when scheme fails,on failure,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,0
67869,0,2013/3/26,Mission,1457,Mission,34.82132819,-11.09899324,Kwa Mzee Mahai,0,Lake Nyasa,Makugulu 'A',Ruvuma,10,3,Mbinga,Mikalanga,56,,GeoData Consultants Ltd,WUG,Government,TRUE,2005,gravity,gravity,gravity,wug,user-group,unknown,unknown,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,1
61754,0,2011/7/17,Government Of Tanzania,0,DWE,30.97451902,-1.80873444,Tank La Shule,0,Lake Victoria,Nyarushwa,Kagera,18,1,Karagwe,Nyakakika,0,TRUE,GeoData Consultants Ltd,,,TRUE,0,gravity,gravity,gravity,other,other,never pay,never pay,soft,good,seasonal,seasonal,rainwater harvesting,rainwater harvesting,surface,communal standpipe,communal standpipe,1
44024,0,2011/3/15,World Bank,0,Gover,36.5548884,-6.68768301,Kwa Madabaga,0,Wami / Ruvu,Tangini,Dodoma,1,1,Mpwapwa,Lumuma,0,TRUE,GeoData Consultants Ltd,VWC,Pwag,TRUE,0,gravity,gravity,gravity,vwc,user-group,pay per bucket,per bucket,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,1
35370,50,2011/2/28,Halmashaur,-8,DWE,38.6591087,-6.8049264,Kwa Urembo,0,Wami / Ruvu,Midizini,Pwani,6,2,Kibaha,Ruvu,50,TRUE,GeoData Consultants Ltd,VWC,upper Ruvu,TRUE,2010,mono,mono,motorpump,vwc,user-group,pay per bucket,per bucket,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,0
36705,1000,2011/4/4,Rc Church,2119,RC CHURCH,34.41323328,-9.20053741,Kwa Onesmo Sanga,0,Rufiji,Kibena,Iringa,11,4,Njombe,Wangama,95,TRUE,GeoData Consultants Ltd,VWC,imalilo water supply scheme,TRUE,2000,gravity,gravity,gravity,vwc,user-group,pay annually,annually,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,0
33191,500,2011/12/3,Adb,1722,DWE,34.77823438,-8.97895508,Kwa Josefati Mlimbila,0,Rufiji,Mjimwema,Iringa,11,4,Njombe,Mtwango,35,TRUE,GeoData Consultants Ltd,VWC,Mawande gravity Scheme,FALSE,2008,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,0
24478,500,2011/3/28,Wananchi,1375,wananchi,34.63790032,-8.82031406,Kwa Edson Kadodo,0,Rufiji,Tambukareli,Iringa,11,4,Njombe,Wanging'ombe,53,TRUE,GeoData Consultants Ltd,WUA,wanging'ombe supply scheme,TRUE,1987,gravity,gravity,gravity,wua,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,1
36322,50,2013/1/17,District Council,1103,Distri,30.9657365,-6.33568375,Michael Silanda,0,Lake Rukwa,Sijonga,Rukwa,15,1,Mpanda,Kabungu,350,TRUE,GeoData Consultants Ltd,VWC,,FALSE,2005,india mark ii,india mark ii,handpump,vwc,user-group,pay per bucket,per bucket,salty,salty,enough,enough,machine dbh,borehole,groundwater,hand pump,hand pump,0
45238,0,2013/1/31,Rwssp,0,DWE,0,-2.00E-08,Tumbaku,0,Lake Victoria,Ikuliaza,Shinyanga,17,1,Bariadi,Chinamili,0,TRUE,GeoData Consultants Ltd,WUG,,FALSE,0,nira/tanira,nira/tanira,handpump,wug,user-group,other,other,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,1
48262,500,2013/1/15,Norad,870,DWE,29.66051602,-4.82241185,Kwa Hasira Juma,0,Lake Tanganyika,Kibingo,Kigoma,16,3,Kigoma Rural,Kagongo,736,TRUE,GeoData Consultants Ltd,VWC,Mkongoro One,TRUE,1985,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,insufficient,insufficient,river,river/lake,surface,communal standpipe multiple,communal standpipe,1
35447,0,2011/3/9,Mheza Distric Counc,0,DWE,38.85077377,-4.87257111,Kibaoni,0,Pangani,Kibaoni,Tanga,4,8,Mkinga,Maramba,2129,TRUE,GeoData Consultants Ltd,VWC,Shallow well,TRUE,1984,afridev,afridev,handpump,vwc,user-group,never pay,never pay,salty,salty,enough,enough,rainwater harvesting,rainwater harvesting,surface,hand pump,hand pump,0
31686,0,2011/4/11,Water,0,Commu,35.87174693,-5.88837555,Kwa Merry,0,Wami / Ruvu,Mshikamano,Dodoma,1,5,Dodoma Urban,Chihanga,0,TRUE,GeoData Consultants Ltd,VWC,Gawa,FALSE,0,mono,mono,motorpump,vwc,user-group,pay per bucket,per bucket,soft,good,insufficient,insufficient,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe,1
25963,0,2013/2/7,Finida German Tanzania Govt,338,Finwater,39.28076647,-10.67016643,Kwa Yazidu,0,Ruvuma / Southern Coast,Beach,Mtwara,90,33,Newala,Maputi,300,TRUE,GeoData Consultants Ltd,VWC,Mitema,FALSE,1990,submersible,submersible,submersible,vwc,user-group,never pay,never pay,soft,good,enough,enough,machine dbh,borehole,groundwater,communal standpipe,communal standpipe,1
39414,0,2013/2/3,Government Of Tanzania,993,DWE,30.38930736,-5.10851065,Zahanati,0,Lake Tanganyika,Jumuiya,Kigoma,16,3,Kigoma Rural,Uvinza,180,FALSE,GeoData Consultants Ltd,VWC,Nyanza water project,TRUE,1997,gravity,gravity,gravity,vwc,user-group,unknown,unknown,soft,good,insufficient,insufficient,river,river/lake,surface,communal standpipe multiple,communal standpipe,1
34014,0,2013/2/2,World Vision,0,ADP,32.55534106,-3.65201582,Uwanjani,0,Lake Victoria,Kibama,Shinyanga,17,3,Kahama,Busangi,0,TRUE,GeoData Consultants Ltd,,,TRUE,0,nira/tanira,nira/tanira,handpump,wug,user-group,unknown,unknown,milky,milky,seasonal,seasonal,shallow well,shallow well,groundwater,hand pump,hand pump,0
35411,500,2013/1/21,Isf,995,DWE,29.73780114,-4.75063519,Kwa Mzee Gidion Buhili,0,Lake Tanganyika,Kaseke,Kigoma,16,3,Kigoma Rural,Mahembe,170,TRUE,GeoData Consultants Ltd,VWC,Mkongoro one,TRUE,2005,gravity,gravity,gravity,wug,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe multiple,communal standpipe,0
73455,500,2011/3/17,Ta,502,TA,36.91185995,-7.03353104,Shuleni,0,Wami / Ruvu,Mbuyunu Kati,Morogoro,5,1,Kilosa,Ulaya,50,TRUE,GeoData Consultants Ltd,VWC,,TRUE,2008,nira/tanira,nira/tanira,handpump,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,1
71504,300,2013/1/17,Msf,1078,MSF,29.65533314,-4.72297415,Umoja,0,Lake Tanganyika,Nyahande,Kigoma,16,3,Kigoma Rural,Mwamgongo,126,TRUE,GeoData Consultants Ltd,WUG,Mwongolele water project,TRUE,2003,gravity,gravity,gravity,wug,user-group,pay monthly,monthly,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe multiple,communal standpipe,1
34134,0,2011/8/4,,0,,33.61465496,-9.34399117,Kwa Mzee Kajange,0,Lake Nyasa,Ngopolyo,Mbeya,12,4,Rungwe,Kisondela,0,TRUE,GeoData Consultants Ltd,VWC,K,,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,river,river/lake,surface,communal standpipe,communal standpipe,1
35005,0,2012/10/9,Rwssp,0,DWE,32.65244594,-4.20021311,Shule Ya Sekondari Chambo,0,Lake Tanganyika,Chambo Center,Shinyanga,17,3,Kahama,Chambo,0,TRUE,GeoData Consultants Ltd,,,TRUE,0,nira/tanira,nira/tanira,handpump,wug,user-group,unknown,unknown,milky,milky,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,0
35619,6,2013/8/3,Ces(gmbh),1187,DWE,37.50468247,-3.3373651,Kwa Marry Emanuel,0,Pangani,Mria,Kilimanjaro,3,4,Moshi Rural,Kilema Kusini,75,TRUE,GeoData Consultants Ltd,Water Board,Kirua kahe gravity water supply trust,TRUE,2008,gravity,gravity,gravity,water board,user-group,pay per bucket,per bucket,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,0
54612,0,2011/7/25,World Vision,0,DWE,31.85016839,-1.05177592,Kanywankoko,0,Lake Victoria,Kigati,Kagera,18,2,Bukoba Rural,Rubafu,0,TRUE,GeoData Consultants Ltd,VWC,,TRUE,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,spring,spring,groundwater,improved spring,improved spring,1
73852,0,2011/8/4,,0,,33.60369219,-9.34821538,Kwa Mzee Kajeti,0,Lake Nyasa,Mpuga,Mbeya,12,4,Rungwe,Kisondela,0,TRUE,GeoData Consultants Ltd,VWC,K,,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,river,river/lake,surface,communal standpipe,communal standpipe,1
33296,0,2012/10/17,World Vision,0,World vision,32.13287271,-3.71630003,Busafya,0,Lake Tanganyika,Imalabupina,Shinyanga,17,5,Bukombe,Iponya,0,,GeoData Consultants Ltd,WUG,,TRUE,0,nira/tanira,nira/tanira,handpump,wug,user-group,unknown,unknown,coloured,colored,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,0
35591,500,2011/4/15,Rc Church,1968,ACRA,34.68044348,-9.24759951,Kwa Domina Mfugale,0,Rufiji,Idopedope,Iringa,11,4,Njombe,Imalinyi,125,TRUE,GeoData Consultants Ltd,WUA,mtwango water supply scheme,TRUE,2009,gravity,gravity,gravity,wua,user-group,pay monthly,monthly,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,0
33507,20,2011/3/8,Tanapa,391,TA,38.00672469,-6.08096897,Kwa Mzee Omary,0,Wami / Ruvu,Kweditembe,Pwani,6,1,Bagamoyo,Kibindu,1244,TRUE,GeoData Consultants Ltd,VWC,,FALSE,2010,india mark ii,india mark ii,handpump,vwc,user-group,pay per bucket,per bucket,salty,salty,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,0
32664,500,2013/2/2,Lga,261,LGA,38.99447102,-10.89297389,Bombani,0,Ruvuma / Southern Coast,Joshoni,Mtwara,90,33,Masasi,Chiugutwa,60,TRUE,GeoData Consultants Ltd,VWC,,TRUE,2004,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,1
51386,0,2013/2/28,Undp,1500,WEDECO,37.6083675,-3.07677915,Shuleni,0,Pangani,Wala Chini,Kilimanjaro,3,1,Rombo,Kitirima Kingachi,435,TRUE,GeoData Consultants Ltd,Company,,TRUE,2003,gravity,gravity,gravity,company,commercial,pay monthly,monthly,soft,good,insufficient,insufficient,rainwater harvesting,rainwater harvesting,surface,communal standpipe,communal standpipe,1
33348,0,2013/1/23,Missionaries,1624,Community,29.76430945,-4.63889097,Kikonko,0,Lake Tanganyika,Lukinzo,Kigoma,16,3,Kigoma Rural,Kalinzi,183,TRUE,GeoData Consultants Ltd,VWC,,TRUE,2009,gravity,gravity,gravity,vwc,user-group,unknown,unknown,soft,good,enough,enough,spring,spring,groundwater,communal standpipe multiple,communal standpipe,1
73284,0,2013/1/4,Government Of Tanzania,1358,Government,37.56892945,-3.2901696,Kwa Manase Urio,0,Pangani,Sokony Juu,Kilimanjaro,3,4,Moshi Rural,Mwika Kusini,1,TRUE,GeoData Consultants Ltd,WUA,Marera-Lole pipeline,TRUE,2003,gravity,gravity,gravity,wua,user-group,pay monthly,monthly,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe,1
